"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S1#A08#1#1546","WLD_S1","A08",1,1546,"2018-11-30","06:07:06","https://panoptes-uploads.zooniverse.org/production/subject_location/c025ebd0-eb26-47a4-9bd7-878768322995.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/53fcf266-99c9-4a41-ac5a-5c499aa816e2.jpeg",NA,38941234,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#A08#1#1589","WLD_S1","A08",1,1589,"2018-12-12","03:30:43","https://panoptes-uploads.zooniverse.org/production/subject_location/bab0bc15-78e4-414b-bf03-8f7adada921e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/38dd38be-69b5-4c56-aeb4-aa32c0a80be9.jpeg",NA,39036340,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#A08#1#1596","WLD_S1","A08",1,1596,"2018-12-13","03:14:08","https://panoptes-uploads.zooniverse.org/production/subject_location/ce263fce-9c75-4176-8b26-fb6604665090.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/804dce9d-a27c-4a88-965f-19ee118c5935.jpeg",NA,39057223,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#A08#1#1626","WLD_S1","A08",1,1626,"2018-12-15","02:54:41","https://panoptes-uploads.zooniverse.org/production/subject_location/8af24745-2359-485b-a5ea-1bb32fd23ab3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4137f188-70d1-42d7-9d40-9eb5e4e562a4.jpeg",NA,38997296,"civet","1","1","1",0,0,1,0.17,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#A08#1#1826","WLD_S1","A08",1,1826,"2018-12-17","01:53:42","https://panoptes-uploads.zooniverse.org/production/subject_location/c27140b1-c544-4923-ae14-ed15436a45aa.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4f558929-8fbe-45fe-a0c9-bdc597164a2a.jpeg",NA,38997984,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.87
"WLD_S1#A10#1#423","WLD_S1","A10",1,423,"2018-11-18","02:38:46","https://panoptes-uploads.zooniverse.org/production/subject_location/91788354-31c3-427c-98d3-318531a28ae0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8cfda155-1961-4e28-acd7-59b4051a6c25.jpeg",NA,38878565,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#A10#1#657","WLD_S1","A10",1,657,"2018-11-20","22:57:26","https://panoptes-uploads.zooniverse.org/production/subject_location/9bc303ea-bb3b-48ac-bd2d-eb99f16b5c73.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/929ad6fb-d145-4d8f-a495-d6f069fcb056.jpeg",NA,39015999,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#A10#1#11664","WLD_S1","A10",1,11664,"2019-04-24","08:53:45","https://panoptes-uploads.zooniverse.org/production/subject_location/3eb6a21d-2df2-4aa7-8f8b-70b01272cb1a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e6e4a73f-186d-4500-a8a5-b04885f2c892.jpeg",NA,38929854,"rodent","1","1","1",1,0,1,0,0,0,NA,NA,NA,NA,0.2,1
"WLD_S1#A10#1#16551","WLD_S1","A10",1,16551,"2019-07-05","13:14:21","https://panoptes-uploads.zooniverse.org/production/subject_location/27747ba3-451f-4967-b658-4e5dce962705.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7cc9b28e-2e16-447d-b646-a0e8a1ca4c2a.jpeg",NA,38911949,"rodent","1","1","1",0,0,0.5,0.5,0,0,NA,NA,NA,NA,0.2,0.98
"WLD_S1#B05#1#356","WLD_S1","B05",1,356,"2018-06-30","21:35:31","https://panoptes-uploads.zooniverse.org/production/subject_location/96b5f0a0-99e8-4343-9397-bc365880ee1a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ff0a15a0-2307-4bd0-9946-2d377765ef30.jpeg",NA,39053377,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.54,0.79
"WLD_S1#B05#1#818","WLD_S1","B05",1,818,"2018-07-03","18:16:50","https://panoptes-uploads.zooniverse.org/production/subject_location/487f7ca0-9067-4927-a912-938295b5bf4b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/06b99d4d-b521-4011-b8f1-e0d4637351b9.jpeg",NA,38929282,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B05#1#1033","WLD_S1","B05",1,1033,"2018-07-12","19:09:52","https://panoptes-uploads.zooniverse.org/production/subject_location/344604ce-135d-449f-950d-e3cff06f06c2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1a5d1ea7-44fc-44c7-99af-6b56072540f6.jpeg",NA,38880471,"honeybadger","2","2","1",0,0,1,0,0,0,NA,NA,NA,NA,0.44,0.89
"WLD_S1#B05#1#1431","WLD_S1","B05",1,1431,"2018-07-23","18:07:32","https://panoptes-uploads.zooniverse.org/production/subject_location/bbf1fee5-e3cf-47fb-b468-2965d42f72a2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c6c77269-5146-4fab-8767-e0b1dec092a9.jpeg",NA,38897417,"rodent","1","1","1",0.25,0,0.75,0,0,0,NA,NA,NA,NA,0.33,0.9
"WLD_S1#B05#1#5343","WLD_S1","B05",1,5343,"2018-08-21","02:35:28","https://panoptes-uploads.zooniverse.org/production/subject_location/8a641723-f02b-4b3f-81a3-4f9cba655142.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/09cbb06b-722f-4808-9453-e0aa23ce6f11.jpeg",NA,38971330,"rodent","1","1","1",0.5,0,0,0.5,0,0,NA,NA,NA,NA,0.29,0.96
"WLD_S1#B05#1#5849","WLD_S1","B05",1,5849,"2018-08-23","00:19:46","https://panoptes-uploads.zooniverse.org/production/subject_location/96253bc2-1f09-4a64-9519-edbb473bd35e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1ace2867-bc1d-4833-8389-75468b3e9b3c.jpeg",NA,38885716,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.83,0.65
"WLD_S1#B05#1#8417","WLD_S1","B05",1,8417,"2018-09-06","01:27:30","https://panoptes-uploads.zooniverse.org/production/subject_location/47b64023-6aed-4589-a8b2-ece632dc4064.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b0553554-333f-497d-98f4-9b43e2468d25.jpeg",NA,38977513,"rodent","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.56,0.81
"WLD_S1#B05#1#10067","WLD_S1","B05",1,10067,"2018-09-15","05:00:21","https://panoptes-uploads.zooniverse.org/production/subject_location/f3c3972b-6d42-4fd2-936f-7c3670c6526f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8ba8ff4d-18be-423a-b5f2-6462ef968b70.jpeg",NA,38888460,"rodent","1","1","1",0,0,1,0,0,0.2,NA,NA,NA,NA,0.38,0.82
"WLD_S1#B05#1#11552","WLD_S1","B05",1,11552,"2018-09-23","20:24:39","https://panoptes-uploads.zooniverse.org/production/subject_location/347d9973-57dc-42a8-be7a-0360f1ee8f88.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fe5abcbf-ed1b-4a9d-9379-1ad033119818.jpeg",NA,39008807,"rodent","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.2,1
"WLD_S1#B05#1#13813","WLD_S1","B05",1,13813,"2018-10-05","23:41:38","https://panoptes-uploads.zooniverse.org/production/subject_location/14278328-58f4-49e5-a78d-4006ff1adb61.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c2beb927-abe2-4ad5-952a-7bfac7963120.jpeg",NA,38988327,"civet","2","1","1",0.17,0,0.83,0,0,0,NA,NA,NA,NA,0.67,0.76
"WLD_S1#B09#1#67","WLD_S1","B09",1,67,"2018-06-09","18:51:16","https://panoptes-uploads.zooniverse.org/production/subject_location/2b205e00-350f-4226-95b0-113964ed2301.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4a7f1301-bae6-4e20-9b1d-ea264e356d3e.jpeg",NA,38969744,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#121","WLD_S1","B09",1,121,"2018-06-12","19:54:02","https://panoptes-uploads.zooniverse.org/production/subject_location/aac0fcc5-a3df-4c75-8ea8-16afae3e0b85.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4d6a661e-bed1-43f5-8aec-a8fc283426fd.jpeg",NA,39037192,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#B09#1#228","WLD_S1","B09",1,228,"2018-06-23","22:26:53","https://panoptes-uploads.zooniverse.org/production/subject_location/6323e7b4-716c-4dd5-87ff-e88e3216389a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/37b8462d-ff8f-42e2-9567-a31273acb3b2.jpeg",NA,38980379,"genet","1","1","1",0.17,0,0.83,0.17,0,0,NA,NA,NA,NA,0.67,0.77
"WLD_S1#B09#1#233","WLD_S1","B09",1,233,"2018-06-25","21:37:53","https://panoptes-uploads.zooniverse.org/production/subject_location/26fbe6d1-12f9-454c-8a97-f605a3258d9c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a69c8d4c-d0c8-45ea-afd9-efa496a347a1.jpeg",NA,39007834,"genet","1","1","1",0.11,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#236","WLD_S1","B09",1,236,"2018-06-25","22:28:52","https://panoptes-uploads.zooniverse.org/production/subject_location/864e4d81-054d-4463-90c8-04d0d263531b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2ed3f746-a7dc-4f0c-86f9-3008f923a437.jpeg",NA,38887362,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#B09#1#237","WLD_S1","B09",1,237,"2018-06-25","22:34:03","https://panoptes-uploads.zooniverse.org/production/subject_location/44117bb8-5bc0-4192-946b-2ae8db31d664.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4c317b54-171e-46d1-b4bf-a486560578cc.jpeg",NA,38958015,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#B09#1#260","WLD_S1","B09",1,260,"2018-06-28","19:17:23","https://panoptes-uploads.zooniverse.org/production/subject_location/3ec6a920-9573-4687-8201-3662d185a53b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/70ced3ac-8d19-49dd-98ce-4ef6897946ad.jpeg",NA,38957492,"genet","1","1","1",0.38,0,0.62,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#285","WLD_S1","B09",1,285,"2018-07-03","20:17:38","https://panoptes-uploads.zooniverse.org/production/subject_location/bef0c1cb-47cd-41fc-b07c-11a886365f30.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d2d4d5a5-ea64-42de-8b0d-0d892aad1145.jpeg",NA,38933257,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#402","WLD_S1","B09",1,402,"2018-07-18","23:06:55","https://panoptes-uploads.zooniverse.org/production/subject_location/247a2f3a-ba65-494d-a2ab-7464be582204.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f77cbf90-260a-4924-a0f9-ed9cda4b9ad1.jpeg",NA,39000657,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#425","WLD_S1","B09",1,425,"2018-07-19","18:48:41","https://panoptes-uploads.zooniverse.org/production/subject_location/6db5209e-b9bc-4714-8438-e384b19f4a98.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/bfe6ce32-7dd3-4842-b720-738e1ce11368.jpeg",NA,38899171,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#B09#1#437","WLD_S1","B09",1,437,"2018-07-21","19:00:13","https://panoptes-uploads.zooniverse.org/production/subject_location/74aa31d6-e1b8-4667-b17d-7f0cf52631ab.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6044c1b2-25cd-4c87-a254-b8587b661249.jpeg",NA,39025528,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.6
"WLD_S1#B09#1#440","WLD_S1","B09",1,440,"2018-07-22","00:56:47","https://panoptes-uploads.zooniverse.org/production/subject_location/570929b1-d8c1-437b-8978-775de561e547.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c4bd85f2-e889-4132-bf6a-c7344300299d.jpeg",NA,38944867,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#459","WLD_S1","B09",1,459,"2018-07-23","18:14:24","https://panoptes-uploads.zooniverse.org/production/subject_location/00d3e8c7-208a-47b0-a786-f593d70534fb.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d3dac59c-a55a-4eba-81ba-b2f325e6534a.jpeg",NA,38928085,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#532","WLD_S1","B09",1,532,"2018-08-05","00:49:57","https://panoptes-uploads.zooniverse.org/production/subject_location/c07bbb8d-9dbe-45c3-8458-2cfd85b2e9bf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1237ac28-3e0b-4892-8efc-e2f089591ca3.jpeg",NA,38952684,"genet","1","1","1",0.14,0,1,0.14,0,0,NA,NA,NA,NA,0.7,0.72
"WLD_S1#B09#1#555","WLD_S1","B09",1,555,"2018-08-10","21:18:12","https://panoptes-uploads.zooniverse.org/production/subject_location/7c91caf5-158f-46c7-a14d-605979faae0e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/bd2c0c10-00f3-4d20-aaef-dc4f6ae47fd3.jpeg",NA,39062352,"genet","1","1","1",0.33,0,0.83,0,0,0,NA,NA,NA,NA,0.6,0.82
"WLD_S1#B09#1#561","WLD_S1","B09",1,561,"2018-08-14","00:11:06","https://panoptes-uploads.zooniverse.org/production/subject_location/e33925bb-c4bf-4fdc-b8ba-25ee1ddd24bd.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/299feebd-2feb-4db4-93d1-1b22dde2b287.jpeg",NA,39059323,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#573","WLD_S1","B09",1,573,"2018-08-19","19:35:56","https://panoptes-uploads.zooniverse.org/production/subject_location/7184ccd6-f5e2-4922-925b-08138af2a217.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/eb8cb59b-3aaa-4a1c-8808-8e4c7fc0b35a.jpeg",NA,39017511,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#636","WLD_S1","B09",1,636,"2018-09-04","19:05:13","https://panoptes-uploads.zooniverse.org/production/subject_location/82b958b9-a6e2-4568-ba54-8690fd421264.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5ce8b6de-af29-426d-b088-d83d7832e18f.jpeg",NA,38907255,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#647","WLD_S1","B09",1,647,"2018-09-09","01:06:32","https://panoptes-uploads.zooniverse.org/production/subject_location/c7a3d1ae-0a75-4a55-a992-3b3d10f2619b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7fec8837-4436-4686-a1fe-c5efe070595b.jpeg",NA,39042460,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.56,0.91
"WLD_S1#B09#1#695","WLD_S1","B09",1,695,"2018-09-21","05:09:45","https://panoptes-uploads.zooniverse.org/production/subject_location/f2dc1f1f-d9d7-459b-a23b-9910061da243.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/9c65a3cf-573c-4d15-8379-098b66a52e30.jpeg",NA,38954359,"civet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#708","WLD_S1","B09",1,708,"2018-09-25","23:01:24","https://panoptes-uploads.zooniverse.org/production/subject_location/625d8815-3e6f-4255-82ae-99eb10b0243e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0d29d12c-ac1a-42cc-931f-eccf2464af74.jpeg",NA,38941971,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#731","WLD_S1","B09",1,731,"2018-10-02","00:44:24","https://panoptes-uploads.zooniverse.org/production/subject_location/6d8910ef-a40c-4e96-956b-1b5ba5a06212.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f98eb1da-1146-4c28-b108-72b408e78744.jpeg",NA,38936396,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#734","WLD_S1","B09",1,734,"2018-10-03","03:56:57","https://panoptes-uploads.zooniverse.org/production/subject_location/c319ff20-4b34-47da-b8eb-c1665ba6490b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b91eec2a-3f92-4536-8452-3d9b2f595c1a.jpeg",NA,39008557,"genet","1","1","1",0.11,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#735","WLD_S1","B09",1,735,"2018-10-04","00:44:14","https://panoptes-uploads.zooniverse.org/production/subject_location/8c00ef72-3391-4f91-858c-fcd6e61c637e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f0acc942-2fbc-4901-8249-9d66773081d0.jpeg",NA,38880173,"genet","1","1","1",0,0.12,0.88,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#747","WLD_S1","B09",1,747,"2018-10-07","19:12:40","https://panoptes-uploads.zooniverse.org/production/subject_location/77be89a2-5b4a-4949-bc81-bc14e4bae2a2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/968bb500-9b93-4109-b233-f27000777167.jpeg",NA,38893445,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#B09#1#748","WLD_S1","B09",1,748,"2018-10-08","19:24:28","https://panoptes-uploads.zooniverse.org/production/subject_location/8c8e7959-4224-4743-88ea-d41a45b824a2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/02a676aa-5fa2-4594-9641-516034e0ccd1.jpeg",NA,38914696,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#750","WLD_S1","B09",1,750,"2018-10-12","00:17:26","https://panoptes-uploads.zooniverse.org/production/subject_location/1b199473-f354-44c8-a668-a3950bf7afa1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/46ca94e9-5f87-4a10-93ad-705efb42c61b.jpeg",NA,39085231,"genet","1","1","1",0.12,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#751","WLD_S1","B09",1,751,"2018-10-12","00:35:08","https://panoptes-uploads.zooniverse.org/production/subject_location/e4087c0f-90ea-4c0c-9c38-11571b614f5d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/40051545-535f-4a6c-ab7e-3bff7a3c7221.jpeg",NA,39042447,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#752","WLD_S1","B09",1,752,"2018-10-15","21:00:01","https://panoptes-uploads.zooniverse.org/production/subject_location/9bc6c529-194c-435e-b3b7-3a6b4ad35062.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/82a5c9cc-211b-46a6-82be-4a60802436a4.jpeg",NA,39032961,"genet","1","1","1",0,0,0.89,0.11,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#753","WLD_S1","B09",1,753,"2018-10-15","21:13:00","https://panoptes-uploads.zooniverse.org/production/subject_location/e135e565-1366-4f17-8eb6-753660d503a3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fdd572f8-09b1-44c9-b7ca-85d20ef2202a.jpeg",NA,38890064,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#B09#1#757","WLD_S1","B09",1,757,"2018-10-20","00:58:16","https://panoptes-uploads.zooniverse.org/production/subject_location/4d8e9835-0845-4634-905b-27a5095b692c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/763787c1-f8fd-4c57-9a70-0a0c181c89af.jpeg",NA,38897169,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#B09#1#761","WLD_S1","B09",1,761,"2018-10-21","03:40:53","https://panoptes-uploads.zooniverse.org/production/subject_location/00dda32a-706a-4183-aa60-013029b2d9a4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6fb910b9-4b6f-4716-8768-7194f3d80b09.jpeg",NA,39090048,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#762","WLD_S1","B09",1,762,"2018-10-21","03:46:44","https://panoptes-uploads.zooniverse.org/production/subject_location/4f7de494-ddfc-4925-b748-8b0469680a7f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/41c73789-2630-46bb-b240-1d674c6bac1e.jpeg",NA,38911774,"genet","1","1","1",0.12,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#764","WLD_S1","B09",1,764,"2018-10-21","22:24:47","https://panoptes-uploads.zooniverse.org/production/subject_location/7d263416-6a58-4e83-babe-e80aff31581d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d2fbfa2f-59cd-4aa8-b940-645f464c9153.jpeg",NA,38899957,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#B09#1#781","WLD_S1","B09",1,781,"2018-10-24","18:22:15","https://panoptes-uploads.zooniverse.org/production/subject_location/b67f5fbe-4198-4a89-b524-5ef47666e1ae.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b9df0aee-8931-4037-8a2b-921314d050a7.jpeg",NA,38916802,"genet","1","1","1",0.29,0,0.86,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#B09#1#796","WLD_S1","B09",1,796,"2018-10-27","18:38:51","https://panoptes-uploads.zooniverse.org/production/subject_location/c9b20263-81c9-4341-96af-57d68d933608.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e9def524-f795-4ad5-b1e7-dc5ef0dfd038.jpeg",NA,38937959,"genet","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
